year,round,Team,Driver,Compound
2021,16,Williams,RUS,"['INTERMEDIATE', 'INTERMEDIATE']"
2021,17,Alfa Romeo Racing,GIO,"['MEDIUM', 'MEDIUM', 'HARD']"
2021,17,Alfa Romeo Racing,RAI,"['MEDIUM', 'MEDIUM', 'HARD']"
2021,17,AlphaTauri,GAS,"['MEDIUM', 'HARD']"
2021,17,AlphaTauri,TSU,"['SOFT', 'HARD', 'HARD']"
2021,17,Alpine,ALO,"['MEDIUM', 'HARD', 'HARD', 'MEDIUM']"
2021,17,Alpine,OCO,"['MEDIUM', 'HARD', 'MEDIUM']"
2021,17,Aston Martin,STR,"['MEDIUM', 'MEDIUM', 'HARD']"
2021,17,Aston Martin,VET,"['MEDIUM', 'MEDIUM', 'HARD']"
2021,17,Ferrari,LEC,"['MEDIUM', 'HARD', 'HARD']"
2021,17,Ferrari,SAI,"['SOFT', 'HARD', 'HARD']"
2021,17,Haas F1 Team,MAZ,"['MEDIUM', 'HARD', 'MEDIUM', 'MEDIUM']"
2021,17,Haas F1 Team,MSC,"['MEDIUM', 'HARD', 'MEDIUM']"
2021,17,McLaren,NOR,"['MEDIUM', 'HARD', 'HARD']"
2021,17,McLaren,RIC,"['MEDIUM', 'HARD', 'HARD']"
2021,17,Mercedes,BOT,"['MEDIUM', 'HARD', 'HARD']"
2021,17,Mercedes,HAM,"['MEDIUM', 'HARD', 'HARD']"
2021,17,Red Bull Racing,PER,"['MEDIUM', 'MEDIUM', 'HARD']"
2021,17,Red Bull Racing,VER,"['MEDIUM', 'HARD', 'HARD']"
2021,17,Williams,LAT,"['MEDIUM', 'HARD', 'HARD']"
2021,17,Williams,RUS,"['MEDIUM', 'HARD', 'HARD']"
2021,18,Alfa Romeo Racing,GIO,"['MEDIUM', 'HARD']"
2021,18,Alfa Romeo Racing,RAI,"['MEDIUM', 'HARD']"
2021,18,AlphaTauri,GAS,"['MEDIUM', 'HARD']"
2021,18,AlphaTauri,TSU,['SOFT']
2021,18,Alpine,ALO,"['MEDIUM', 'HARD']"
2021,18,Alpine,OCO,"['SOFT', 'HARD']"
2021,18,Aston Martin,STR,"['MEDIUM', 'HARD', 'MEDIUM']"
2021,18,Aston Martin,VET,"['MEDIUM', 'HARD']"
2021,18,Ferrari,LEC,"['MEDIUM', 'HARD']"
2021,18,Ferrari,SAI,"['MEDIUM', 'HARD']"
2021,18,Haas F1 Team,MAZ,"['MEDIUM', 'HARD', 'MEDIUM']"
2021,18,Haas F1 Team,MSC,['MEDIUM']
2021,18,McLaren,NOR,"['MEDIUM', 'HARD']"
2021,18,McLaren,RIC,"['MEDIUM', 'HARD', 'MEDIUM']"
2021,18,Mercedes,BOT,"['MEDIUM', 'HARD', 'MEDIUM', 'SOFT', 'SOFT']"
2021,18,Mercedes,HAM,"['MEDIUM', 'HARD']"
2021,18,Red Bull Racing,PER,"['MEDIUM', 'HARD']"
2021,18,Red Bull Racing,VER,"['MEDIUM', 'HARD', 'INTERMEDIATE', 'SOFT']"
2021,18,Williams,LAT,"['MEDIUM', 'HARD', 'MEDIUM']"
2021,18,Williams,RUS,"['MEDIUM', 'HARD']"
2021,20,Alfa Romeo Racing,GIO,"['SOFT', 'MEDIUM', 'MEDIUM']"
2021,20,Alfa Romeo Racing,RAI,"['SOFT', 'MEDIUM', 'HARD']"
2021,20,AlphaTauri,GAS,"['SOFT', 'MEDIUM', 'MEDIUM']"
2021,20,AlphaTauri,TSU,"['SOFT', 'MEDIUM', 'HARD']"
2021,20,Alpine,ALO,"['SOFT', 'HARD']"
2021,20,Alpine,OCO,"['SOFT', 'HARD']"
2021,20,Aston Martin,STR,"['MEDIUM', 'HARD']"
2021,20,Aston Martin,VET,"['SOFT', 'MEDIUM']"
2021,20,Ferrari,LEC,"['MEDIUM', 'HARD']"
2021,20,Ferrari,SAI,"['MEDIUM', 'HARD']"
2021,20,Haas F1 Team,MAZ,"['MEDIUM', 'SOFT']"
2021,20,Haas F1 Team,MSC,"['SOFT', 'MEDIUM']"
2021,20,McLaren,NOR,"['SOFT', 'HARD', 'MEDIUM']"
2021,20,McLaren,RIC,"['MEDIUM', 'HARD']"
2021,20,Mercedes,BOT,"['MEDIUM', 'HARD']"
2021,20,Mercedes,HAM,"['MEDIUM', 'HARD', 'MEDIUM']"
2021,20,Red Bull Racing,PER,"['MEDIUM', 'HARD', 'MEDIUM']"
2021,20,Red Bull Racing,VER,"['MEDIUM', 'HARD', 'MEDIUM', 'SOFT']"
2021,20,Williams,LAT,"['SOFT', 'HARD']"
2021,20,Williams,RUS,"['SOFT', 'HARD', 'SOFT']"
2021,21,Alfa Romeo Racing,GIO,"['MEDIUM', 'HARD', 'HARD']"
2021,21,Alfa Romeo Racing,RAI,"['MEDIUM', 'HARD', 'HARD', 'MEDIUM']"
2021,21,AlphaTauri,GAS,"['MEDIUM', 'HARD', 'HARD']"
2021,21,AlphaTauri,TSU,"['MEDIUM', 'HARD', 'MEDIUM', 'HARD']"
2021,21,Alpine,ALO,"['MEDIUM', 'HARD', 'HARD', 'HARD', 'SOFT']"
2021,21,Alpine,OCO,"['MEDIUM', 'HARD', 'HARD']"
2021,21,Aston Martin,STR,"['MEDIUM', 'HARD', 'HARD', 'MEDIUM']"
2021,21,Aston Martin,VET,"['HARD', 'MEDIUM', 'MEDIUM']"
2021,21,Ferrari,LEC,"['MEDIUM', 'HARD', 'HARD', 'HARD']"
2021,21,Ferrari,SAI,"['HARD', 'MEDIUM', 'MEDIUM']"
2021,21,Haas F1 Team,MAZ,"['MEDIUM', 'HARD']"
2021,21,Haas F1 Team,MSC,['MEDIUM']
2021,21,McLaren,NOR,"['SOFT', 'HARD', 'HARD', 'HARD']"
2021,21,McLaren,RIC,"['HARD', 'MEDIUM', 'MEDIUM']"
2021,21,Mercedes,BOT,"['MEDIUM', 'HARD', 'HARD', 'MEDIUM']"
2021,21,Mercedes,HAM,"['MEDIUM', 'HARD', 'HARD', 'HARD']"
2021,21,Red Bull Racing,PER,"['MEDIUM', 'HARD', 'MEDIUM']"
2021,21,Red Bull Racing,VER,"['MEDIUM', 'HARD', 'MEDIUM']"
2021,21,Williams,LAT,"['MEDIUM', 'HARD', 'MEDIUM', 'HARD']"
2021,21,Williams,RUS,"['MEDIUM', 'HARD', 'HARD']"
2021,22,Alfa Romeo Racing,GIO,"['MEDIUM', 'HARD']"
2021,22,Alfa Romeo Racing,RAI,"['MEDIUM', 'HARD']"
2021,22,AlphaTauri,GAS,"['HARD', 'MEDIUM', 'SOFT']"
2021,22,AlphaTauri,TSU,"['MEDIUM', 'HARD', 'SOFT']"
2021,22,Alpine,ALO,"['HARD', 'MEDIUM']"
2021,22,Alpine,OCO,"['SOFT', 'HARD']"
2021,22,Aston Martin,STR,"['MEDIUM', 'HARD', 'SOFT']"
2021,22,Aston Martin,VET,"['MEDIUM', 'HARD']"
2021,22,Ferrari,LEC,"['SOFT', 'HARD', 'MEDIUM']"
2021,22,Ferrari,SAI,"['SOFT', 'HARD']"
2021,22,Haas F1 Team,MSC,"['SOFT', 'HARD', 'SOFT']"
2021,22,McLaren,NOR,"['SOFT', 'HARD', 'MEDIUM']"
2021,22,McLaren,RIC,"['SOFT', 'HARD', 'SOFT']"
2021,22,Mercedes,BOT,"['MEDIUM', 'HARD']"
2021,22,Mercedes,HAM,"['MEDIUM', 'HARD']"
2021,22,Red Bull Racing,PER,"['SOFT', 'HARD', 'HARD', 'SOFT']"
2021,22,Red Bull Racing,VER,"['SOFT', 'HARD', 'HARD', 'SOFT']"
2021,22,Williams,LAT,"['MEDIUM', 'HARD']"
2021,22,Williams,RUS,['MEDIUM']
